id,sentence,difficulty,note_orthographe,lexical_complexite,char_length,word_length,type_token_ratio,sentence_length,avg_word_length,complexite_texte,PUNCT,ADV,CCONJ,X,AUX,DET,PRON,NUM,NOUN,INTJ,ADP,ADJ,VERB,PROPN,SCONJ
0,"Les coûts kilométriques réels peuvent diverger sensiblement des valeurs moyennes en fonction du moyen de transport utilisé, du taux d'occupation ou du taux de remplissage, de l'infrastructure utilisée, de la topographie des lignes, du flux de trafic, etc.",4,1.0,0.19400748128176268,0.1600765306122449,0.14015151515151517,0.4671052631578949,0.14015151515151517,0.339712918660287,0.24456521739130435,0.1111111111111111,0.044444444444444446,0.022222222222222223,0.0,0.0,0.06666666666666667,0.0,0.0,0.3111111111111111,0.0,0.28888888888888886,0.06666666666666667,0.08888888888888889,0.0,0.0
1,"Le bleu, c'est ma couleur préférée mais je n'aime pas le vert!",0,1.0,0.08233358264771877,0.03698979591836734,0.04166666666666667,1.0,0.04166666666666667,0.20454545454545453,0.08695652173913043,0.125,0.125,0.0625,0.0,0.0625,0.1875,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0625,0.0
2,Le test de niveau en français est sur le site Internet de l'école.,0,0.7692307692307692,0.08807778608825727,0.03954081632653061,0.045454545454545456,0.8269230769230771,0.045454545454545456,0.19580419580419584,0.08152173913043478,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0
3,Est-ce que ton mari est aussi de Boston?,0,1.0,0.06266403753314748,0.022959183673469385,0.026515151515151516,1.0,0.026515151515151516,0.19318181818181818,0.05434782608695653,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.1,0.0,0.1,0.1,0.1
4,"Dans les écoles de commerce, dans les couloirs de places financières, il arrive aujourd'hui de croiser de jeunes adultes de 20 ou 25 ans qui prévoient d'ouvrir une maison d'hôtes ""dans une quinzaine d'années"".",2,1.0,0.1849928082388815,0.13073979591836735,0.125,0.6029411764705881,0.125,0.2887700534759359,0.22826086956521738,0.11904761904761904,0.023809523809523808,0.023809523809523808,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.0,0.2619047619047619,0.047619047619047616,0.09523809523809523,0.0,0.0
5,voilà une autre histoire que j'ai beaucoup aimée.,1,0.625,0.07018372203712518,0.028698979591836732,0.026515151515151516,1.0,0.026515151515151516,0.29545454545454547,0.05434782608695653,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0
6,Les médecins disent souvent qu'on doit boire un verre de vin rouge après les repas.,1,0.7999999999999998,0.08964438702658596,0.05038265306122448,0.05303030303030304,1.0,0.05303030303030304,0.23636363636363633,0.09239130434782608,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.0,0.17647058823529413,0.0,0.058823529411764705
7,"Il est particulièrement observé chez les personnes ayant un besoin de popularité développé, qui considèrent dès lors le moindre signal du smartphone comme un possible indicateur de leur degré de popularité.",3,1.0,0.17225088917933587,0.1288265306122449,0.11363636363636365,0.782258064516129,0.11363636363636365,0.3343108504398827,0.1793478260869565,0.06060606060606061,0.06060606060606061,0.0,0.0,0.030303030303030304,0.15151515151515152,0.06060606060606061,0.0,0.24242424242424243,0.0,0.21212121212121213,0.06060606060606061,0.09090909090909091,0.030303030303030304,0.0
8,J'ai retrouvé le plaisir de manger un oeuf à la coque,1,1.0,0.08041884816753926,0.031249999999999997,0.03787878787878789,1.0,0.03787878787878789,0.1735537190082645,0.06521739130434782,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.08333333333333333,0.0,0.25,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
9,"Nous allons bien, nous habitons dans une petite maison ancienne avec un très beau jardin",2,1.0,0.09380264877647074,0.05357142857142856,0.05303030303030304,1.0,0.05303030303030304,0.2666666666666667,0.043478260869565216,0.0625,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.125,0.125,0.125,0.0625,0.0
10,Bonjour et bonne année.,0,1.0,0.051987942249722335,0.01211734693877551,0.011363636363636364,1.0,0.011363636363636364,0.27272727272727276,0.021739130434782608,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0
11,La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans.,3,1.0,0.1180559521920778,0.06760204081632652,0.06439393939393939,0.875,0.06439393939393939,0.2878787878787879,0.1141304347826087,0.047619047619047616,0.09523809523809523,0.0,0.0,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.0,0.0
12,"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",2,1.0,0.08207248249133063,0.04081632653061224,0.045454545454545456,0.8269230769230771,0.045454545454545456,0.2097902097902098,0.09239130434782608,0.11764705882352941,0.0,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.0,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705
13,J'habite une belle ville dans le nord de la France.,0,1.0,0.06962670837016385,0.029974489795918362,0.03409090909090909,1.0,0.03409090909090909,0.2,0.06521739130434782,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
14,"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",3,1.0,0.10444006255524578,0.05931122448979591,0.05303030303030304,0.8500000000000001,0.05303030303030304,0.3212121212121212,0.09239130434782608,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.23529411764705882,0.0,0.23529411764705882,0.0,0.11764705882352941,0.0,0.0
15,"Ma timidité me quittait dès que je m'éloignais d'Ellénore ; je reprenais alors mes plans habiles et mes profondes combinaisons : mais à peine me retrouvais-je auprès d'elle, que je me sentais de nouveau tremblant et troublé.",5,0.8378378378378377,0.19852895446612723,0.14030612244897958,0.13636363636363638,0.5743243243243243,0.13636363636363638,0.2800982800982801,0.11684782608695653,0.09302325581395349,0.09302325581395349,0.06976744186046512,0.0,0.0,0.06976744186046512,0.20930232558139536,0.0,0.13953488372093023,0.0,0.11627906976744186,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.046511627906976744
16,Je pense que fréquenter les galeries est la meilleure manière d'éduquer son oeil à l'art contemporain.,3,1.0,0.11637606970441672,0.062499999999999986,0.05681818181818182,1.0,0.05681818181818182,0.3125,0.10326086956521739,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.21052631578947367,0.0,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842
17,"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",0,1.0,0.08509931023020026,0.0433673469387755,0.05303030303030304,0.8500000000000001,0.05303030303030304,0.16969696969696968,0.09239130434782608,0.11764705882352941,0.11764705882352941,0.0,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941
18,"La mère de Raphaël et de Vanessa exprime sa satisfaction : depuis que ses enfants possèdent un portable, ""ça a libéré ma ligne"", déclare-t-elle.",3,1.0,0.13293345398057438,0.08928571428571427,0.08712121212121213,0.90625,0.08712121212121213,0.27651515151515155,0.16847826086956522,0.1935483870967742,0.0,0.03225806451612903,0.0,0.03225806451612903,0.16129032258064516,0.0967741935483871,0.0,0.16129032258064516,0.0,0.0967741935483871,0.0,0.12903225806451613,0.06451612903225806,0.03225806451612903
19,Je ne fais pas grand-chose à la maison.,1,1.0,0.06266403753314748,0.02232142857142857,0.026515151515151516,1.0,0.026515151515151516,0.18181818181818182,0.048913043478260865,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0
20,Elle ajoute qu'une interdiction totale est impossible à gérer.,3,0.6666666666666665,0.08466607737811925,0.03698979591836734,0.0303030303030303,1.0,0.0303030303030303,0.3636363636363636,0.059782608695652176,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091
21,"Sans plus d'hésitation, il tourna vers la gauche ; son pas sonnait sur la terre durcie, et ce bruit cadencé, monotone, assoupissait en le berçant, le tumulte de son esprit.",5,1.0,0.15689218286076922,0.10714285714285714,0.10984848484848486,0.7749999999999999,0.10984848484848486,0.2515151515151515,0.10054347826086957,0.1891891891891892,0.05405405405405406,0.02702702702702703,0.0,0.0,0.1891891891891892,0.02702702702702703,0.0,0.21621621621621623,0.0,0.16216216216216217,0.0,0.13513513513513514,0.0,0.0
22,"Comme le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, eu égard à notre rayonnement politique aussi bien que culturel",5,0.8846153846153846,0.1474447941956411,0.10969387755102039,0.0946969696969697,0.9134615384615383,0.0946969696969697,0.3461538461538461,0.08423913043478261,0.12903225806451613,0.12903225806451613,0.0,0.0,0.06451612903225806,0.16129032258064516,0.0,0.0,0.22580645161290322,0.0,0.06451612903225806,0.06451612903225806,0.0967741935483871,0.0,0.06451612903225806
23,Je ne t'ai pas téléphoné parce que j'ai eu trop de travail.,2,1.0,0.08616305160807777,0.035076530612244895,0.04166666666666667,1.0,0.04166666666666667,0.18181818181818182,0.08152173913043478,0.06666666666666667,0.2,0.0,0.0,0.13333333333333333,0.0,0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.13333333333333333
24,C'est peut-être ça que vous cherchez ?,1,0.5714285714285716,0.059182702114639274,0.021683673469387755,0.022727272727272728,1.0,0.022727272727272728,0.23376623376623373,0.043478260869565216,0.125,0.125,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125
25,"Qu'est-ce qui peut bien poser problème dans ces petits livrets pourtant plutôt attractifs pour que seuls 23, 4 % de leurs détenteurs arrivent au bout ?",5,1.0,0.14323208579005134,0.09374999999999999,0.0946969696969697,1.0,0.0946969696969697,0.2587412587412587,0.15760869565217392,0.06896551724137931,0.10344827586206896,0.0,0.0,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.1724137931034483,0.0,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.0,0.034482758620689655
26,Je consulte d'habitude ma messagerie. Et puis je prends un café.,0,1.0,0.061515196845039775,0.038265306122448974,0.03787878787878789,1.0,0.03787878787878789,0.2644628099173554,0.03804347826086957,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0
27,Nous sommes en train de dîner.,1,0.5,0.055701366696131085,0.016581632653061222,0.01893939393939394,1.0,0.01893939393939394,0.19696969696969702,0.03804347826086957,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0
28,"En fait, je trouve que l'éducation est une bonne chose.",2,0.7000000000000002,0.06962670837016385,0.03252551020408163,0.03409090909090909,1.0,0.03409090909090909,0.23636363636363633,0.07065217391304349,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
29,As-tu besoin de quelque chose?,0,1.0,0.05744203440538519,0.016581632653061222,0.015151515151515152,1.0,0.015151515151515152,0.29090909090909095,0.009057971014492752,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.125,0.0
30,"Perpétuel clandestin, c'est muni d'un faux titre de séjour, photocopie de la carte de résident d'un copain-complice, qu'il avait ensuite sillonné l'Hexagone, au bon vouloir d'employeurs peu scrupuleux.",4,1.0,0.15345726524784112,0.1256377551020408,0.10227272727272728,0.7589285714285716,0.10227272727272728,0.38311688311688313,0.22282608695652173,0.12195121951219512,0.07317073170731707,0.0,0.0,0.04878048780487805,0.0975609756097561,0.07317073170731707,0.0,0.21951219512195122,0.0,0.17073170731707318,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.0
31,"Le mariage mixte apparaît comme le lieu privilégié ou les cultures s'affrontent, dialoguent et se fondent.",3,1.0,0.10962338417835797,0.06505102040816325,0.05681818181818182,1.0,0.05681818181818182,0.33522727272727276,0.10326086956521739,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.21052631578947367,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.0,0.0
32,"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche",3,1.0,0.10368049846393491,0.061224489795918366,0.05681818181818182,1.0,0.05681818181818182,0.30113636363636365,0.09239130434782608,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0
33,"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",5,0.9249999999999998,0.20052228771634148,0.15752551020408162,0.14772727272727273,0.6624999999999999,0.14772727272727273,0.3,0.2391304347826087,0.045454545454545456,0.13636363636363635,0.0,0.0,0.045454545454545456,0.1590909090909091,0.022727272727272728,0.022727272727272728,0.18181818181818182,0.0,0.1590909090909091,0.09090909090909091,0.045454545454545456,0.022727272727272728,0.06818181818181818
34,"En voici un des moins obscurs : ""Plus nous devenons maîtres de la biosphère, plus nous en devenons dépendants ; plus nous la dégradons, plus nous dégradons nos vies5.",5,1.0,0.1016212465811782,0.10331632653061223,0.10606060606060606,0.4568965517241379,0.10606060606060606,0.25078369905956116,0.059782608695652176,0.18181818181818182,0.15151515151515152,0.0,0.0,0.0,0.12121212121212122,0.15151515151515152,0.0,0.12121212121212122,0.0,0.09090909090909091,0.06060606060606061,0.12121212121212122,0.0,0.0
35,"C'est le début de troubles qui se poursuivent et s'étendent au reste du territoire tout au long du mois de septembre les fameuses ""Journées de septembre"" amplifiés le refus de Guillaume 1er de considérer les revendications des insurgés",3,0.9210526315789473,0.20165957757580788,0.14732142857142855,0.14015151515151517,0.5263157894736843,0.14015151515151517,0.29186602870813394,0.22826086956521738,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.0,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.0,0.30952380952380953,0.0,0.23809523809523808,0.023809523809523808,0.09523809523809523,0.023809523809523808,0.0
36,Les filles s'étaient fait des colliers en fruits rouges qui ressemblaient à des perles.,3,1.0,0.10026246005303595,0.052933673469387744,0.04924242424242424,0.8392857142857144,0.04924242424242424,0.2987012987012987,0.08695652173913043,0.0625,0.0,0.0,0.0,0.0625,0.1875,0.125,0.0,0.25,0.0,0.125,0.0625,0.125,0.0,0.0
37,Je reste avec toi.,0,1.0,0.048738695859114695,0.008928571428571428,0.011363636363636364,1.0,0.011363636363636364,0.15909090909090912,0.02717391304347826,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0
38,Un revenu devient donc une nécessité pour que l'Homme puisse accéder à la satisfaction d'avoir comblé ses désirs,5,1.0,0.11697287006187528,0.06887755102040816,0.06439393939393939,1.0,0.06439393939393939,0.29797979797979796,0.10869565217391304,0.0,0.05,0.0,0.0,0.05,0.25,0.0,0.0,0.25,0.0,0.15,0.0,0.2,0.0,0.05
39,Tu mangeas les petits fruits dès que tu les eus cueillis,5,1.0,0.08041884816753926,0.033163265306122444,0.03787878787878789,0.7954545454545454,0.03787878787878789,0.19834710743801653,0.059782608695652176,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091
